namespace,class,func,docstring,taint_summary,memory_summary
"std::basic_string<CharT,Traits,Allocator>::front",basic_string,const CharT& front() const;,"返回到字符串中首字符的引用。如果 empty() 是 true，那么行为未定义。
 
 参数
无

返回值
operator[](0)","{
  transitive(<-1>, <0>)
}","{
  <-1> = <0>.field
}"
"std::basic_string<CharT,Traits,Allocator>::back",basic_string,CharT& back();,"返回字符串中的末字符。如果 empty() 是 true，那么行为未定义。
 
 参数
无

返回值
operator[](size() - 1)","{
  transitive(<-1>, <0>)
}","{
  <-1> = <0>.field
}"
"std::basic_string<CharT,Traits,Allocator>::back",basic_string,const CharT& back() const;,"返回字符串中的末字符。如果 empty() 是 true，那么行为未定义。
 
 参数
无

返回值
operator[](size() - 1)","{
  transitive(<-1>, <0>)
}","{
  <-1> = <0>.field
}"
"std::basic_string<CharT,Traits,Allocator>::data",basic_string,const CharT* data() const;,"返回指向用作字符存储的底层数组的指针。此指针满足范围
[data(), data() + size())(C++11 前)
[data(), data() + size()](C++11 起)
有效，且其中的值对应存储于字符串的值。
不要求返回的数组是空终止的。
若 empty() 返回 true，则指针指向不应解引用的非空指针。(C++11 前)
返回的数组是空终止的，即 data() 与 c_str() 进行同一功能。
若 empty() 返回 true，则指针指向单个空字符。(C++11 起)
指向 data() 的指针可能因以下情况失效：
传递此字符串的非 const 引用给任何标准库函数，或
在此字符串上调用非 const 成员函数，除了 operator[]()、at()、front()、back()、begin()、end()、rbegin()、rend()。
通过 data 的 const 重载修改数组有未定义行为。

 参数
无

返回值
指向底层字符存储的指针。
对 [​0​, size()) 中的每个 i 有 data()[i] == operator[](i)。 (C++11 前)
对 [​0​, size()] 中的每个 i 有 data() + i == std::addressof(operator[](i))。 (C++11 起)","{
  transitive(<-1>, <0>)
}",{}
"std::basic_string<CharT,Traits,Allocator>::data",basic_string,CharT* data() noexcept;,"返回指向用作字符存储的底层数组的指针。此指针满足范围
[data(), data() + size())(C++11 前)
[data(), data() + size()](C++11 起)
有效，且其中的值对应存储于字符串的值。
不要求返回的数组是空终止的。
若 empty() 返回 true，则指针指向不应解引用的非空指针。(C++11 前)
返回的数组是空终止的，即 data() 与 c_str() 进行同一功能。
若 empty() 返回 true，则指针指向单个空字符。(C++11 起)
指向 data() 的指针可能因以下情况失效：
传递此字符串的非 const 引用给任何标准库函数，或
在此字符串上调用非 const 成员函数，除了 operator[]()、at()、front()、back()、begin()、end()、rbegin()、rend()。
修改存储于 data() + size() 的尾后空终止符为任何异于 CharT() 的值有未定义行为。

 参数
无

返回值
指向底层字符存储的指针。
对 [​0​, size()) 中的每个 i 有 data()[i] == operator[](i)。 (C++11 前)
对 [​0​, size()] 中的每个 i 有 data() + i == std::addressof(operator[](i))。 (C++11 起)","{
  transitive(<-1>, <0>)
}",{}
"std::basic_string<CharT,Traits,Allocator>::c_str",basic_string,const CharT* c_str() const;,"返回指向拥有数据等价于存储于字符串中的空终止字符数组的指针。

该指针满足范围 [c_str(), c_str() + size()] 有效，且其中的值对应存储于字符串的值，且在最后位置有个附加的空终止字符。

从 c_str() 获得的指针可能因下列行为失效：

将该字符串的非 const 引用传递给任何标准库函数，或
在该字符串上调用非 const 成员函数，不包括 operator[]、at()、front()、back()、begin()、rbegin()、end() 及 rend()(C++11 起)。
通过 c_str() 写入字符数组是未定义行为。

c_str() 与 data() 进行同一功能。(C++11 起)


 参数
无

返回值
指向底层字符存储的指针。
对 [​0​, size()) 中的每个 i 有 c_str()[i] == operator[](i)。 (C++11 前)
对 [​0​, size()] 中的每个 i 有 c_str() + i == std::addressof(operator[](i))。 (C++11 起)","{
  transitive(<-1>, <0>)
}",{}
"std::basic_string<CharT,Traits,Allocator>::operator basic_string_view",basic_string,"operator std::basic_string_view<CharT, Traits>() const noexcept;","返回如同用 std::basic_string_view<CharT, Traits>(data(), size()) 构造的 std::basic_string_view。

 参数
无

返回值
表示整个字符串内容的字符串视图。","{
  transitive(<-1>, <0>)
}",{}
"std::basic_string<CharT,Traits,Allocator>::begin",basic_string,iterator begin();,"返回指向字符串首字符的迭代器。
begin() 返回可变或常量迭代器，取决于 *this 的常量性。
cbegin() 始终返回常量迭代器。它等价于 const_cast<const basic_string&>(*this).begin()。

 参数
无

返回值
指向首字符的迭代器","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::begin",basic_string,const_iterator begin() const;,"返回指向字符串首字符的迭代器。
begin() 返回可变或常量迭代器，取决于 *this 的常量性。
cbegin() 始终返回常量迭代器。它等价于 const_cast<const basic_string&>(*this).begin()。

 参数
无

返回值
指向首字符的迭代器","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::cbegin",basic_string,const_iterator cbegin() const noexcept;,"返回指向字符串首字符的迭代器。
begin() 返回可变或常量迭代器，取决于 *this 的常量性。
cbegin() 始终返回常量迭代器。它等价于 const_cast<const basic_string&>(*this).begin()。

 参数
无

返回值
指向首字符的迭代器","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::end",basic_string,iterator end();,"返回指向后随字符串末字符的字符的迭代器。此字符表现为占位符，试图访问它导致未定义行为。

 参数
无

返回值
指向后随尾字符的字符的迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::end",basic_string,const_iterator end() const;,"返回指向后随字符串末字符的字符的迭代器。此字符表现为占位符，试图访问它导致未定义行为。

 参数
无

返回值
指向后随尾字符的字符的迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::cend",basic_string,const_iterator cend() const noexcept;,"返回指向后随字符串末字符的字符的迭代器。此字符表现为占位符，试图访问它导致未定义行为。

 参数
无

返回值
指向后随尾字符的字符的迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::rbegin",basic_string,reverse_iterator rbegin();,"返回指向逆向字符串的首字符的逆向迭代器。它对应非逆向字符串的末字符。

 参数
无

返回值
指向首字符的逆向迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::rbegin",basic_string,const_reverse_iterator rbegin() const;,"返回指向逆向字符串的首字符的逆向迭代器。它对应非逆向字符串的末字符。

 参数
无

返回值
指向首字符的逆向迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::crbegin",basic_string,const_reverse_iterator crbegin() const noexcept;,"返回指向逆向字符串的首字符的逆向迭代器。它对应非逆向字符串的末字符。

 参数
无

返回值
指向首字符的逆向迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::rend",basic_string,reverse_iterator rend();,"返回指向后随逆向字符串末字符的字符的逆向迭代器。它对应非逆向字符串的首字符之前的字符。此字符表现为占位符，试图访问它会导致未定义行为。

 参数
无

返回值
指向后随末字符的字符的逆向迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::rend",basic_string,const_reverse_iterator rend() const;,"返回指向后随逆向字符串末字符的字符的逆向迭代器。它对应非逆向字符串的首字符之前的字符。此字符表现为占位符，试图访问它会导致未定义行为。

 参数
无

返回值
指向后随末字符的字符的逆向迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::crend",basic_string,const_reverse_iterator crend() const noexcept;,"返回指向后随逆向字符串末字符的字符的逆向迭代器。它对应非逆向字符串的首字符之前的字符。此字符表现为占位符，试图访问它会导致未定义行为。

 参数
无

返回值
指向后随末字符的字符的逆向迭代器。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::empty",basic_string,bool empty() const;,"检查字符串是否无字符，即是否 begin() == end()。

 参数
无

返回值
若字符串为空则为 true，否则为 false。","{
  transitive(<-1>, <0>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::size",basic_string,size_type size() const;,"返回字符串中的 CharT 元素数，即 std::distance(begin(), end())。

 参数
无

返回值
字符串中的 CharT 元素数。","{
  transitive(<-1>, <0>)
}","{
  <-1> = <0>.strlen
}"
"std::basic_string<CharT,Traits,Allocator>::length",basic_string,size_type length() const;,"返回字符串中的 CharT 元素数，即 std::distance(begin(), end())。

 参数
无

返回值
字符串中的 CharT 元素数。","{
  transitive(<-1>, <0>)
}","{
  <-1> = <0>.strlen
}"
"std::basic_string<CharT,Traits,Allocator>::max_size",basic_string,size_type max_size() const;,"返回字符串由于系统或库实现限制而有能力保有的最大元素数，即最大字符串的 std::distance(begin(), end())。

 参数
无

返回值
最大字符数。",{},"{
  <-1> = [0, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::reserve",basic_string,void reserve( size_type new_cap = 0 );,"告知 std::basic_string 对象大小的有计划更改，使得它能准确地管理存储分配。
如果 new_cap 大于当前 capacity()，那么分配新存储，并使 capacity() 大于或等于 new_cap。
如果 new_cap 小于当前 capacity()，那么这是非强制的收缩请求。
如果 new_cap 小于当前 size()，那么这是非强制的收缩到适合（shrink-to-fit）请求，等价于 shrink_to_fit()(C++11 起)。 (C++20 前)
如果 new_cap 小于或等于当前 capacity()，那么没有效果。 (C++20 起)
如果容量有更改，那么所有迭代器与引用（包含尾后迭代器）都会失效。

 参数
new_cap	-	字符串的新容量

返回值
无","{
  setSink(<1>)
}","{
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::reserve",basic_string,constexpr void reserve( size_type new_cap );,"告知 std::basic_string 对象大小的有计划更改，使得它能准确地管理存储分配。
如果 new_cap 大于当前 capacity()，那么分配新存储，并使 capacity() 大于或等于 new_cap。
如果 new_cap 小于当前 capacity()，那么这是非强制的收缩请求。
如果 new_cap 小于当前 size()，那么这是非强制的收缩到适合（shrink-to-fit）请求，等价于 shrink_to_fit()(C++11 起)。 (C++20 前)
如果 new_cap 小于或等于当前 capacity()，那么没有效果。 (C++20 起)
如果容量有更改，那么所有迭代器与引用（包含尾后迭代器）都会失效。

 参数
new_cap	-	字符串的新容量

返回值
无","{
  setSink(<1>)
}","{
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::reserve",basic_string,void reserve();,"非强制的收缩到适合请求。调用后 capacity() 拥有大于或等于 size() 的未指定值。

 参数
无

返回值
无",{},{}
"std::basic_string<CharT,Traits,Allocator>::capacity",basic_string,size_type capacity() const;,"返回当前已为字符串分配空间的字符数。

 参数
无

返回值
当前分配的存储，即可用于存储元素的存储的容量。","{
  transitive(<-1>, <0>)
}","{
  <-1> = [<0>.size, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::shrink_to_fit",basic_string,void shrink_to_fit();,"请求移除未使用的容量。
这是减少 capacity() 到 size() 的非强制请求。是否满足请求取依赖于实现。
当且仅当发生重分配时使所有指针、引用和迭代器失效。

 参数
无

返回值
无",{},{}
"std::basic_string<CharT,Traits,Allocator>::clear",basic_string,void clear();,"如同通过执行 erase(begin(), end()) 从字符串中移除所有字符。
使所有指针、引用及迭代器失效。

 参数
无

返回值
无","{
  sanitize(<0>)
}","{
  <0>.strlen = 0
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"basic_string& insert( size_type index, size_type count, CharT ch );","插入字符到字符串中。
在位置 index 插入 count 个字符 ch 的副本。

 参数
index	-	插入内容到的位置
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符

返回值
*this","{
  setSink(<1>)
  setSink(<2>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  <0>.strlen = <0>.strlen + <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <3>
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"basic_string& insert( size_type index, const CharT* s );","插入字符到字符串中。
在位置 index 插入 s 所指向的空终止字符串。字符串的长度由首个空字符，通过 Traits::length(s) 确定。

 参数
index	-	插入内容到的位置
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符
s	-	指向要插入的字符串的指针

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  <0>.strlen = <0>.strlen + <2>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"basic_string& insert( size_type index, const CharT* s, size_type count );","插入字符到字符串中。
在位置 index 插入范围 [s, s + count) 中的字符。范围可以包含空字符。

 参数
index	-	插入内容到的位置
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符
s	-	指向要插入的字符串的指针
count	-	要插入的字符数

返回值
*this","{
  setSink(<1>)
  setSink(<3>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  overflow(<3>, [0, <2>.size])
  <0>.strlen = <0>.strlen + <3>
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"basic_string& insert( size_type index, const basic_string& str );","插入字符到字符串中。
在位置 index 插入字符串 str。

 参数
index	-	插入内容到的位置
str	-	要插入的字符串

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  <0>.strlen = <0>.strlen + <2>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"basic_string& insert( size_type index, const basic_string& str,
                      size_type s_index, size_type count );","插入字符到字符串中。
 在位置 index 插入由 str.substr(s_index, count) 获得的字符串。

 参数
index	-	插入内容到的位置
str	-	要插入的字符串
s_index	-	str 中要插入的首字符位置
count	-	要插入的字符数

返回值
*this","{
  setSink(<1>)
  setSink(<3>)
  setSink(<4>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  overflow(<3>, [0, <2>.strlen - 1])
  <0>.strlen = <0>.strlen + <4> || <0>.strlen + <2>.strlen - <3>
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"basic_string& insert( size_type index, const basic_string& str,
                      size_type s_index, size_type count = npos );","插入字符到字符串中。
 在位置 index 插入由 str.substr(s_index, count) 获得的字符串。

 参数
index	-	插入内容到的位置
str	-	要插入的字符串
s_index	-	str 中要插入的首字符位置
count	-	要插入的字符数

返回值
*this","{
  setSink(<1>)
  setSink(<3>)
  setSink(<4>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  overflow(<3>, [0, <2>.strlen - 1])
  <0>.strlen = <0>.strlen + <4> || <0>.strlen + <2>.strlen - <3>
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"iterator insert( iterator pos, CharT ch );","插入字符到字符串中。
在 pos 所指向的字符前插入字符 ch。

 参数
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符

返回值
指代首个被插入字符的迭代器，或者在未插入字符时就是 pos（count == 0，ilist.size() == 0 或 first == last）","{
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = <0>.strlen + 1
  <0>.size = <0>.strlen + 1
  <0>.field = <2>
  expansion(<0>)
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"iterator insert( const_iterator pos, CharT ch );","插入字符到字符串中。
在 pos 所指向的字符前插入字符 ch。

 参数
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符

返回值
指代首个被插入字符的迭代器，或者在未插入字符时就是 pos（count == 0，ilist.size() == 0 或 first == last）","{
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = <0>.strlen + 1
  <0>.size = <0>.strlen + 1
  <0>.field = <2>
  expansion(<0>)
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"void insert( iterator pos, size_type count, CharT ch );","插入字符到字符串中。
在 pos 所指向的元素（如果存在）前插入 count 个字符 ch 的副本。

 参数
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符
count	-	要插入的字符数

返回值
无","{
  setSink(<2>)
  transitive(<0>, <0> || <3>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = <0>.strlen + <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <3>
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"iterator insert( const_iterator pos, size_type count, CharT ch );","插入字符到字符串中。
在 pos 所指向的元素（如果存在）前插入 count 个字符 ch 的副本。

 参数
pos	-	将插入字符到它之前的迭代器
ch	-	要插入的字符
count	-	要插入的字符数

返回值
指代首个被插入字符的迭代器，或者在未插入字符时就是 pos（count == 0，ilist.size() == 0 或 first == last）","{
  setSink(<2>)
  transitive(<0>, <0> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = <0>.strlen + <2>
  <0>.size = <0>.strlen + 1
  <0>.field = <3>
  expansion(<0>)
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"template< class InputIt >
void insert( iterator pos, InputIt first, InputIt last );","插入字符到字符串中。
如同用 insert(pos - begin(), basic_string(first, last, get_allocator())) 在 pos 所指向的元素（如果存在）前插入来自范围 [first, last) 的元素。
如果 InputIt 不满足老式输入迭代器 (LegacyInputIterator) ，那么此重载不参与重载决议。(C++11 起)

 参数
pos	-	将插入字符到它之前的迭代器
first, last	-	定义要插入字符的范围

返回值
无","{
  transitive(<0>, <0> || <2> || <3>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = [<0>.strlen, MAX]
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"template< class InputIt >
iterator insert( const_iterator pos, InputIt first, InputIt last );","插入字符到字符串中。
如同用 insert(pos - begin(), basic_string(first, last, get_allocator())) 在 pos 所指向的元素（如果存在）前插入来自范围 [first, last) 的元素。
如果 InputIt 不满足老式输入迭代器 (LegacyInputIterator) ，那么此重载不参与重载决议。(C++11 起)

 参数
pos	-	将插入字符到它之前的迭代器
first, last	-	定义要插入字符的范围

返回值
指代首个被插入字符的迭代器，或者在未插入字符时就是 pos（count == 0，ilist.size() == 0 或 first == last）","{
  transitive(<0>, <0> || <2> || <3>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = [<0>.strlen, MAX]
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"iterator insert( const_iterator pos, std::initializer_list<CharT> ilist );","插入字符到字符串中。
 在 pos 所指向的元素（如果存在）前插入来自初始化式列表 ilist 的字符。

 参数
pos	-	将插入字符到它之前的迭代器
ilist	-	要插入的字符来源的 std::initializer_list

返回值
指代首个被插入字符的迭代器，或者在未插入字符时就是 pos（count == 0，ilist.size() == 0 或 first == last）","{
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = <0>.strlen + <2>.size - 1
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"template< class StringViewLike >
basic_string& insert( size_type index, const StringViewLike& t );","插入字符到字符串中。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后如同用 insert(pos, sv.data(), sv.size()) 在 pos 所指向的元素（如果存在）前插入来自 sv 的元素。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
index	-	插入内容到的位置
t	-	要插入的字符来源对象（可转换到 std::basic_string_view）
count	-	要插入的字符数

返回值
*this","{
  setSink(<1>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  <0>.strlen = <0>.strlen + <2>.strlen
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert",basic_string,"template< class StringViewLike >
basic_string& insert( size_type index, const StringViewLike& t,
                      size_type t_index, size_type count = npos );","插入字符到字符串中。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后在 pos 所指向的元素（如果存在）前插入来自 sv 的子视图 [t_index, t_index + count) 的元素。
如果请求的子视图越过 sv 的末尾或 count == npos，那么作为结果的子视图是 [t_index, sv.size())。
如果 t_index > sv.size() 或 index > size()，那么抛出 std::out_of_range。
 此重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。
如果 pos 不是 *this 上的有效迭代器，那么行为未定义。

 参数
index	-	插入内容到的位置
t	-	要插入的字符来源对象（可转换到 std::basic_string_view）
count	-	要插入的字符数
t_index	-	t 中要插入的首字符位置

返回值
*this","{
  setSink(<1>)
  setSink(<3>)
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen])
  overflow(<3>, [0, <2>.strlen - 1])
  <0>.strlen = <0>.strlen + <4> || <0>.strlen + <2>.strlen - <3>
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::insert_range",basic_string,"template< container-compatible-range<CharT> R >
constexpr iterator insert_range( const_iterator pos, R&& rg );","向 pos 所指向的元素（如果有）之前插入范围 rg 中的字符。

等价于

return insert(pos - begin(),
    std::basic_string(
        std::from_range,
        std​::​forward<R>(rg),
        get_allocator())
);
如果 pos 不是 *this 上的有效迭代器，则其行为未定义。

 参数
pos	-	迭代器，将在它之前插入字符
rg	-	容器兼容范围

返回值
指代插入的第一个字符的迭代器，或者当 rg 为空而没有插入任何字符时为 pos。","{
  transitive(<0>, <0> || <2>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  <0>.strlen = [<0>.strlen, MAX]
  <0>.size = <0>.strlen + 1
  <0>.field = <2>.field
  expansion(<0>)
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,"basic_string& erase( size_type index = 0, size_type count = npos );","从字符串移除指定的字符。
移除从 index 开始的 std::min(count, size() - index) 个字符。

 参数
index	-	要移除的首个字符
count	-	要移除的字符数

返回值
*this","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <0>.strlen = <0>.strlen - <2> || <1>
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,"constexpr basic_string& erase( size_type index = 0, size_type count = npos );","从字符串移除指定的字符。
移除从 index 开始的 std::min(count, size() - index) 个字符。

 参数
index	-	要移除的首个字符
count	-	要移除的字符数

返回值
*this","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <0>.strlen = <0>.strlen - <2> || <1>
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = <0>
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,iterator erase( iterator position );,"从字符串移除指定的字符。
移除位于 position 的字符。
 如果 position 不是 *this 上的可解引用迭代器，那么行为未定义。

 参数
position	-	指向要移除的字符的迭代器

返回值
指向紧跟被擦除字符之后的迭代器，或者在不存在这种字符的情况下返回 end()。","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end - 1])
  <0>.strlen = <0>.strlen - 1
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,iterator erase( const_iterator position );,"从字符串移除指定的字符。
移除位于 position 的字符。
 如果 position 不是 *this 上的可解引用迭代器，那么行为未定义。

 参数
position	-	指向要移除的字符的迭代器

返回值
指向紧跟被擦除字符之后的迭代器，或者在不存在这种字符的情况下返回 end()。","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end - 1])
  <0>.strlen = <0>.strlen - 1
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,constexpr iterator erase( const_iterator position );,"从字符串移除指定的字符。
移除位于 position 的字符。
 如果 position 不是 *this 上的可解引用迭代器，那么行为未定义。

 参数
position	-	指向要移除的字符的迭代器

返回值
指向紧跟被擦除字符之后的迭代器，或者在不存在这种字符的情况下返回 end()。","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end - 1])
  <0>.strlen = <0>.strlen - 1
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = [<0>.begin, <0>.end]
}"
"std::basic_string<CharT,Traits,Allocator>::erase",basic_string,"iterator erase( iterator first, iterator last );","从字符串移除指定的字符。
移除范围 [first, last) 中的字符。
 如果 first 或 last 不是 *this 上的有效迭代器，或者 [first, last) 不是有效范围，那么行为未定义。

 参数
first, last	-	要移除的字符范围

返回值
指向擦除前 last 指向的字符的迭代器，或者在不存在这种字符的情况下返回 end()。","{
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [<0>.begin, <0>.end])
  overflow(<2>, [<0>.begin, <0>.end])
  <0>.strlen = [0, <0>.strlen]
  <0>.size = <0>.strlen + 1
  <0>.field = NULL
  <-1> = [<0>.begin, <0>.end]
}"
